borehole,name_he,family,canonical_param,param_code,param_name,date,concentration,unit,drinking_water_standard,pct_of_standard,bucket
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43,1
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,Xylene,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0,1
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,Benzene,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0,4
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33,1
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,MTBE, MTBE,MTBE,2025-05-14,10.0,microgr/L,40.0,25.0,1
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,Toluene,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43,1
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,Xylene,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0,1
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2018-03-14,162.0,microgr/L,10.0,1620.0,4
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2018-03-14,25.0,microgr/L,10.0,250.0,4
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2018-03-14,2668.0,microgr/L,7.5,35573.33,8
נד_אגד_אזור_1,נד אגד אזור 1,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,4250.0,microgr/L,5.0,85000.0,8
נד_אגד_אזור_1,נד אגד אזור 1,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,416.0,microgr/L,300.0,138.67,4
נד_אגד_אזור_1,נד אגד אזור 1,FUEL,MTBE, MTBE,MTBE,2025-02-23,7200.0,microgr/L,40.0,18000.0,8
נד_אגד_אזור_1,נד אגד אזור 1,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,6960.0,microgr/L,700.0,994.29,4
נד_אגד_אזור_1,נד אגד אזור 1,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,805.0,microgr/L,500.0,161.0,4
נד_אגד_אזור_1,נד אגד אזור 1,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,9.0,microgr/L,50.0,18.0,1
נד_אגד_אזור_1,נד אגד אזור 1,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_1,נד אגד אזור 1,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_1,נד אגד אזור 1,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,3.0,microgr/L,7.5,40.0,2
נד_אגד_אזור_1,נד אגד אזור 1,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,21.0,microgr/L,0.5,4200.0,6
נד_אגד_אזור_2,נד אגד אזור 2,FUEL,Benzene,BENZENE,BENZENE,2024-02-26,0.2,microgr/L,5.0,4.0,1
נד_אגד_אזור_2,נד אגד אזור 2,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-02-26,0.1,microgr/L,300.0,0.03,1
נד_אגד_אזור_2,נד אגד אזור 2,FUEL,MTBE, MTBE,MTBE,2024-02-26,28.3,microgr/L,40.0,70.75,3
נד_אגד_אזור_2,נד אגד אזור 2,FUEL,Toluene,TOLUENE,TOLUENE,2024-02-26,0.55,microgr/L,700.0,0.08,1
נד_אגד_אזור_2,נד אגד אזור 2,FUEL,Xylene,XYLENE,XYLENE,2024-02-26,0.48,microgr/L,500.0,0.1,1
נד_אגד_אזור_2,נד אגד אזור 2,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,26.0,microgr/L,50.0,52.0,2
נד_אגד_אזור_2,נד אגד אזור 2,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,64.0,microgr/L,10.0,640.0,4
נד_אגד_אזור_2,נד אגד אזור 2,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_2,נד אגד אזור 2,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,138.0,microgr/L,7.5,1840.0,4
נד_אגד_אזור_2,נד אגד אזור 2,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,0.1,microgr/L,0.5,20.0,1
נד_אגד_אזור_3,נד אגד אזור 3,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,1.07,microgr/L,5.0,21.4,1
נד_אגד_אזור_3,נד אגד אזור 3,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,0.1,microgr/L,300.0,0.03,1
נד_אגד_אזור_3,נד אגד אזור 3,FUEL,MTBE, MTBE,MTBE,2025-02-23,378.0,microgr/L,40.0,945.0,4
נד_אגד_אזור_3,נד אגד אזור 3,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,0.5,microgr/L,700.0,0.07,1
נד_אגד_אזור_3,נד אגד אזור 3,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,0.1,microgr/L,500.0,0.02,1
נד_אגד_אזור_3,נד אגד אזור 3,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,203.0,microgr/L,50.0,406.0,4
נד_אגד_אזור_3,נד אגד אזור 3,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,12.0,microgr/L,10.0,120.0,4
נד_אגד_אזור_3,נד אגד אזור 3,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_3,נד אגד אזור 3,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,41.0,microgr/L,7.5,546.67,4
נד_אגד_אזור_3,נד אגד אזור 3,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,3.0,microgr/L,0.5,600.0,4
נד_אגד_אזור_4,נד אגד אזור 4,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,165.0,microgr/L,5.0,3300.0,5
נד_אגד_אזור_4,נד אגד אזור 4,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,259.0,microgr/L,300.0,86.33,3
נד_אגד_אזור_4,נד אגד אזור 4,FUEL,MTBE, MTBE,MTBE,2025-02-23,722.0,microgr/L,40.0,1805.0,4
נד_אגד_אזור_4,נד אגד אזור 4,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,1390.0,microgr/L,700.0,198.57,4
נד_אגד_אזור_4,נד אגד אזור 4,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,614.0,microgr/L,500.0,122.8,4
נד_אגד_אזור_4,נד אגד אזור 4,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,11.0,microgr/L,50.0,22.0,1
נד_אגד_אזור_4,נד אגד אזור 4,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_4,נד אגד אזור 4,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_4,נד אגד אזור 4,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,80.0,microgr/L,7.5,1066.67,4
נד_אגד_אזור_4,נד אגד אזור 4,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,12.0,microgr/L,0.5,2400.0,5
נד_אגד_אזור_5,נד אגד אזור 5,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,7.32,microgr/L,5.0,146.4,4
נד_אגד_אזור_5,נד אגד אזור 5,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,0.36,microgr/L,300.0,0.12,1
נד_אגד_אזור_5,נד אגד אזור 5,FUEL,MTBE, MTBE,MTBE,2025-02-23,390.0,microgr/L,40.0,975.0,4
נד_אגד_אזור_5,נד אגד אזור 5,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,0.5,microgr/L,700.0,0.07,1
נד_אגד_אזור_5,נד אגד אזור 5,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,0.17,microgr/L,500.0,0.03,1
נד_אגד_אזור_5,נד אגד אזור 5,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,11.0,microgr/L,50.0,22.0,1
נד_אגד_אזור_5,נד אגד אזור 5,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_5,נד אגד אזור 5,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_5,נד אגד אזור 5,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,3.0,microgr/L,7.5,40.0,2
נד_אגד_אזור_5,נד אגד אזור 5,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,12.0,microgr/L,0.5,2400.0,5
נד_אגד_אזור_6,נד אגד אזור 6,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,0.54,microgr/L,5.0,10.8,1
נד_אגד_אזור_6,נד אגד אזור 6,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,0.18,microgr/L,300.0,0.06,1
נד_אגד_אזור_6,נד אגד אזור 6,FUEL,MTBE, MTBE,MTBE,2025-02-23,191.0,microgr/L,40.0,477.5,4
נד_אגד_אזור_6,נד אגד אזור 6,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,0.56,microgr/L,700.0,0.08,1
נד_אגד_אזור_6,נד אגד אזור 6,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,0.1,microgr/L,500.0,0.02,1
נד_אגד_אזור_6,נד אגד אזור 6,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,72.0,microgr/L,50.0,144.0,4
נד_אגד_אזור_6,נד אגד אזור 6,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,32.0,microgr/L,10.0,320.0,4
נד_אגד_אזור_6,נד אגד אזור 6,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,4.0,microgr/L,10.0,40.0,2
נד_אגד_אזור_6,נד אגד אזור 6,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,430.0,microgr/L,7.5,5733.33,6
נד_אגד_אזור_6,נד אגד אזור 6,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,21.0,microgr/L,0.5,4200.0,6
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,Benzene,BENZENE,BENZENE,2025-03-17,36.0,microgr/L,5.0,720.0,4
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-09-29,1.0,microgr/L,300.0,0.33,1
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,MTBE, MTBE,MTBE,2025-03-17,1670.0,microgr/L,40.0,4175.0,6
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,Toluene,TOLUENE,TOLUENE,2025-03-17,3.0,microgr/L,700.0,0.43,1
נד_דלק_הצבי_2,נד דלק הצבי 2,FUEL,Xylene,XYLENE,XYLENE,2024-09-29,1.0,microgr/L,500.0,0.2,1
נד_דלק_הצבי_2,נד דלק הצבי 2,METALS,Arsenic,ARSENIC AS AS,ARSENIC AS AS,2023-09-14,0.0,microgr/L,10.0,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,METALS,Cadmium,CADMIUM AS CD,CADMIUM AS CD,2023-09-14,0.0,microgr/L,5.0,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,Carbon Tetrachloride,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-09-14,0.0,microgr/L,4.0,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,Chloroform,CHLOROFORM,CHLOROFORM,2023-09-14,46.672,microgr/L,80.0,58.34,2
נד_דלק_הצבי_2,נד דלק הצבי 2,METALS,Chromium,CHROMIUM AS CR,CHROMIUM AS CR,2023-09-14,0.0,microgr/L,50.0,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-09-14,5.101,microgr/L,50.0,10.2,1
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,"1,2-DCA","DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-09-14,1.982,microgr/L,4.0,49.55,2
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-09-14,63.613,microgr/L,10.0,636.13,4
נד_דלק_הצבי_2,נד דלק הצבי 2,METALS,Lead,LEAD AS PB,LEAD AS PB,2023-09-14,0.0,microgr/L,10.0,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,METALS,Nickel,NICKEL AS NI,NICKEL AS NI,2023-09-14,10.0,microgr/L,20.0,50.0,2
נד_דלק_הצבי_2,נד דלק הצבי 2,PFAS,PFAS-other,Perfluorodecanoic acid,Perfluorodecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,PFAS,PFAS-other,Perfluorododecanoic acid,Perfluorododecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,PFAS,PFAS-other,Perfluorononanoic acid,Perfluorononanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,PFAS,PFAS-other,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,31.81,microgr/L,10.0,318.1,4
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,"trans-1,2-DCE","TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-09-14,0.0,microgr/L,50.0,0.0,0
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,246.0,microgr/L,7.5,3280.0,5
נד_דלק_הצבי_2,נד דלק הצבי 2,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,3.394,microgr/L,0.5,678.8,4
נד_אגד_אזור_7,נד אגד אזור 7,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,14.4,microgr/L,5.0,288.0,4
נד_אגד_אזור_7,נד אגד אזור 7,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,4.14,microgr/L,300.0,1.38,1
נד_אגד_אזור_7,נד אגד אזור 7,FUEL,MTBE, MTBE,MTBE,2025-02-23,59.5,microgr/L,40.0,148.75,4
נד_אגד_אזור_7,נד אגד אזור 7,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,1.0,microgr/L,700.0,0.14,1
נד_אגד_אזור_7,נד אגד אזור 7,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,0.1,microgr/L,500.0,0.02,1
נד_אגד_אזור_7,נד אגד אזור 7,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,11.0,microgr/L,50.0,22.0,1
נד_אגד_אזור_7,נד אגד אזור 7,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_7,נד אגד אזור 7,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_7,נד אגד אזור 7,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,3.0,microgr/L,7.5,40.0,2
נד_אגד_אזור_7,נד אגד אזור 7,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,4.0,microgr/L,0.5,800.0,4
נד_אגד_אזור_8,נד אגד אזור 8,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,202.0,microgr/L,5.0,4040.0,5
נד_אגד_אזור_8,נד אגד אזור 8,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,17.9,microgr/L,300.0,5.97,1
נד_אגד_אזור_8,נד אגד אזור 8,FUEL,MTBE, MTBE,MTBE,2025-02-23,206.0,microgr/L,40.0,515.0,4
נד_אגד_אזור_8,נד אגד אזור 8,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,8.51,microgr/L,700.0,1.22,1
נד_אגד_אזור_8,נד אגד אזור 8,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,8.06,microgr/L,500.0,1.61,1
נד_אגד_אזור_8,נד אגד אזור 8,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,51.0,microgr/L,50.0,102.0,4
נד_אגד_אזור_8,נד אגד אזור 8,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,24.0,microgr/L,10.0,240.0,4
נד_אגד_אזור_8,נד אגד אזור 8,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_8,נד אגד אזור 8,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,51.0,microgr/L,7.5,680.0,4
נד_אגד_אזור_8,נד אגד אזור 8,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,0.3,microgr/L,0.5,60.0,2
נד_אגד_אזור_9,נד אגד אזור 9,FUEL,Benzene,BENZENE,BENZENE,2025-02-23,0.2,microgr/L,5.0,4.0,1
נד_אגד_אזור_9,נד אגד אזור 9,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2025-02-23,0.1,microgr/L,300.0,0.03,1
נד_אגד_אזור_9,נד אגד אזור 9,FUEL,MTBE, MTBE,MTBE,2025-02-23,12.2,microgr/L,40.0,30.5,2
נד_אגד_אזור_9,נד אגד אזור 9,FUEL,Toluene,TOLUENE,TOLUENE,2025-02-23,0.5,microgr/L,700.0,0.07,1
נד_אגד_אזור_9,נד אגד אזור 9,FUEL,Xylene,XYLENE,XYLENE,2025-02-23,0.1,microgr/L,500.0,0.02,1
נד_אגד_אזור_9,נד אגד אזור 9,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,24.0,microgr/L,50.0,48.0,2
נד_אגד_אזור_9,נד אגד אזור 9,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_9,נד אגד אזור 9,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_9,נד אגד אזור 9,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,93.0,microgr/L,7.5,1240.0,4
נד_אגד_אזור_9,נד אגד אזור 9,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,0.7,microgr/L,0.5,140.0,4
נד_אגד_אזור_10,נד אגד אזור 10,FUEL,Benzene,BENZENE,BENZENE,2024-01-15,0.54,microgr/L,5.0,10.8,1
נד_אגד_אזור_10,נד אגד אזור 10,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-01-15,0.34,microgr/L,300.0,0.11,1
נד_אגד_אזור_10,נד אגד אזור 10,FUEL,MTBE, MTBE,MTBE,2024-01-15,360.0,microgr/L,40.0,900.0,4
נד_אגד_אזור_10,נד אגד אזור 10,FUEL,Toluene,TOLUENE,TOLUENE,2024-01-15,2.68,microgr/L,700.0,0.38,1
נד_אגד_אזור_10,נד אגד אזור 10,FUEL,Xylene,XYLENE,XYLENE,2024-01-15,1.97,microgr/L,500.0,0.39,1
נד_אגד_אזור_13,נד אגד אזור 13,FUEL,Benzene,BENZENE,BENZENE,2024-01-15,0.81,microgr/L,5.0,16.2,1
נד_אגד_אזור_13,נד אגד אזור 13,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,5.0,microgr/L,50.0,10.0,1
נד_אגד_אזור_13,נד אגד אזור 13,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_13,נד אגד אזור 13,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-01-15,0.46,microgr/L,300.0,0.15,1
נד_אגד_אזור_13,נד אגד אזור 13,FUEL,MTBE, MTBE,MTBE,2024-01-15,101.0,microgr/L,40.0,252.5,4
נד_אגד_אזור_13,נד אגד אזור 13,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_13,נד אגד אזור 13,FUEL,Toluene,TOLUENE,TOLUENE,2024-01-15,5.0,microgr/L,700.0,0.71,1
נד_אגד_אזור_13,נד אגד אזור 13,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,188.0,microgr/L,7.5,2506.67,5
נד_אגד_אזור_13,נד אגד אזור 13,INDUSTRY,Vinyl Chloride,VINYL CHLORIDE,VINYL CHLORIDE,2019-07-17,0.6,microgr/L,0.5,120.0,4
נד_אגד_אזור_13,נד אגד אזור 13,FUEL,Xylene,XYLENE,XYLENE,2024-01-15,2.72,microgr/L,500.0,0.54,1
נד_אגד_אזור_12,נד אגד אזור 12,FUEL,Benzene,BENZENE,BENZENE,2024-01-15,401.0,microgr/L,5.0,8020.0,7
נד_אגד_אזור_12,נד אגד אזור 12,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-01-15,90.4,microgr/L,300.0,30.13,2
נד_אגד_אזור_12,נד אגד אזור 12,FUEL,MTBE, MTBE,MTBE,2024-01-15,9660.0,microgr/L,40.0,24150.0,8
נד_אגד_אזור_12,נד אגד אזור 12,FUEL,Toluene,TOLUENE,TOLUENE,2024-01-15,177.0,microgr/L,700.0,25.29,1
נד_אגד_אזור_12,נד אגד אזור 12,FUEL,Xylene,XYLENE,XYLENE,2024-01-15,101.0,microgr/L,500.0,20.2,1
נד_אגד_אזור_14,נד אגד אזור 14,FUEL,Benzene,BENZENE,BENZENE,2024-01-15,0.37,microgr/L,5.0,7.4,1
נד_אגד_אזור_14,נד אגד אזור 14,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-01-15,0.2,microgr/L,300.0,0.07,1
נד_אגד_אזור_14,נד אגד אזור 14,FUEL,MTBE, MTBE,MTBE,2024-01-15,7.46,microgr/L,40.0,18.65,1
נד_אגד_אזור_14,נד אגד אזור 14,FUEL,Toluene,TOLUENE,TOLUENE,2024-01-15,0.92,microgr/L,700.0,0.13,1
נד_אגד_אזור_14,נד אגד אזור 14,FUEL,Xylene,XYLENE,XYLENE,2024-01-15,1.75,microgr/L,500.0,0.35,1
נד_אגד_אזור_11,נד אגד אזור 11,FUEL,Benzene,BENZENE,BENZENE,2024-03-05,2.0,microgr/L,5.0,40.0,2
נד_אגד_אזור_11,נד אגד אזור 11,FUEL,Benzene,ETHYL BENZENE,ETHYL BENZENE,2024-03-05,1.0,microgr/L,300.0,0.33,1
נד_אגד_אזור_11,נד אגד אזור 11,FUEL,MTBE, MTBE,MTBE,2024-03-05,2000.0,microgr/L,40.0,5000.0,6
נד_אגד_אזור_11,נד אגד אזור 11,FUEL,Toluene,TOLUENE,TOLUENE,2024-03-05,5.0,microgr/L,700.0,0.71,1
נד_אגד_אזור_11,נד אגד אזור 11,FUEL,Xylene,XYLENE,XYLENE,2024-03-05,3.0,microgr/L,500.0,0.6,1
נד_אגד_איזור_7,נד אגד איזור 7,FUEL,Benzene,BENZENE,BENZENE,2022-04-15,3550.0,microgr/L,5.0,71000.0,8
נד_אגד_איזור_7,נד אגד איזור 7,FUEL,MTBE, MTBE,MTBE,2022-04-15,14600.0,microgr/L,40.0,36500.0,8
נד_אגד_איזור_7,נד אגד איזור 7,FUEL,Toluene,TOLUENE,TOLUENE,2022-04-15,71.1,microgr/L,700.0,10.16,1
נד_אגד_איזור_7,נד אגד איזור 7,FUEL,Xylene,XYLENE,XYLENE,2022-04-15,17.7,microgr/L,500.0,3.54,1
נד_אגד_אזור_10,נד אגד אזור 10,INDUSTRY,"cis-1,2-DCE","CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-07-17,3.0,microgr/L,50.0,6.0,1
נד_אגד_אזור_10,נד אגד אזור 10,INDUSTRY,"1,1-DCE","DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-07-17,11.0,microgr/L,10.0,110.0,4
נד_אגד_אזור_10,נד אגד אזור 10,INDUSTRY,PCE,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2019-07-17,3.0,microgr/L,10.0,30.0,1
נד_אגד_אזור_10,נד אגד אזור 10,INDUSTRY,TCE,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-07-17,28.0,microgr/L,7.5,373.33,4
