borehole,name_he,family,param_code,param_name,max_date,max_concentration,unit,drinking_water_standard,pct_of_standard,n_since_2018
נת_חולון_5,נת חולון 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-01-04,1.0,microgr/L,300.0,0.33,1
נת_חולון_5,נת חולון 5,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2023-01-04,68.4,microgr/L,3.0,2280.0,1
נת_חולון_5,נת חולון 5,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-01-04,0.0,microgr/L,5.0,0.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,BENZENE,BENZENE,2023-01-30,1.063,microgr/L,5.0,21.26,10
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-01-30,5.108,microgr/L,300.0,1.7,10
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL, MTBE,MTBE,2021-05-31,740.0,microgr/L,40.0,1850.0,10
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,TOLUENE,TOLUENE,2023-01-30,12.267,microgr/L,700.0,1.75,10
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,XYLENE,XYLENE,2023-01-30,42.561,microgr/L,500.0,8.51,10
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-01-30,26.365,microgr/L,,,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-01-30,5.762,microgr/L,,,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,ARSENIC AS AS,ARSENIC AS AS,2026-01-08,0.0,microgr/L,10.0,0.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,CADMIUM AS CD,CADMIUM AS CD,2026-01-08,0.0,microgr/L,5.0,0.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-30,0.0,microgr/L,4.0,0.0,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,CHLOROFORM,CHLOROFORM,2026-01-08,1.03,microgr/L,80.0,1.29,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2026-01-08,50.0,microgr/L,50.0,100.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2026-01-08,2.24,microgr/L,50.0,4.48,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-30,1.0,microgr/L,4.0,25.0,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-30,70.662,microgr/L,10.0,706.62,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,LEAD AS PB,LEAD AS PB,2026-01-08,0.0,microgr/L,10.0,0.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,METALS,NICKEL AS NI,NICKEL AS NI,2026-01-08,0.0,microgr/L,20.0,0.0,1
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2026-01-08,4.89,microgr/L,10.0,48.9,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2026-01-08,1.0,microgr/L,50.0,2.0,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2026-01-08,314.37,microgr/L,7.5,4191.6,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-30,0.0,microgr/L,0.5,0.0,2
נד_סונול_המלאכה_ק-1,נד סונול המלאכה ק-1,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-01-08,2.65,microgr/L,3.0,88.33,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,BENZENE,BENZENE,2019-11-10,1.0,microgr/L,5.0,20.0,9
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-01-30,4.032,microgr/L,300.0,1.34,10
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL, MTBE,MTBE,2023-01-30,1.222,microgr/L,40.0,3.06,10
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,TOLUENE,TOLUENE,2019-11-10,14.0,microgr/L,700.0,2.0,10
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,XYLENE,XYLENE,2023-01-30,30.433,microgr/L,500.0,6.09,10
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,LEAD AS PB,LEAD AS PB,2026-01-08,0.0,microgr/L,10.0,0.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-01-30,17.177,microgr/L,,,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-01-30,3.386,microgr/L,,,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-01-30,0.0,microgr/L,4.0,0.0,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,CHLOROFORM,CHLOROFORM,2026-01-08,2.06,microgr/L,80.0,2.58,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-01-30,5.382,microgr/L,50.0,10.76,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-01-30,2.572,microgr/L,4.0,64.3,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-01-30,1024.634,microgr/L,10.0,10246.34,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2026-01-08,8.74,microgr/L,10.0,87.4,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-01-30,1.0,microgr/L,50.0,2.0,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-01-30,2789.109,microgr/L,7.5,37188.12,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-01-30,0.0,microgr/L,0.5,0.0,2
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-01-08,0.63,microgr/L,3.0,21.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,ARSENIC AS AS,ARSENIC AS AS,2026-01-08,0.0,microgr/L,10.0,0.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,CADMIUM AS CD,CADMIUM AS CD,2026-01-08,0.0,microgr/L,5.0,0.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2026-01-08,50.0,microgr/L,50.0,100.0,1
נד_סונול_המלאכה_מ-1,נד סונול המלאכה מ-1,METALS,NICKEL AS NI,NICKEL AS NI,2026-01-08,0.0,microgr/L,20.0,0.0,1
נת_חולון_3,נת חולון 3,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2018-07-17,0.0,microgr/L,,,3
נת_חולון_3,נת חולון 3,METALS,ARSENIC AS AS,ARSENIC AS AS,2018-07-17,0.0,microgr/L,10.0,0.0,4
נת_חולון_3,נת חולון 3,FUEL,BENZENE,BENZENE,2022-06-22,1.0,microgr/L,5.0,20.0,3
נת_חולון_3,נת חולון 3,METALS,CADMIUM AS CD,CADMIUM AS CD,2018-07-17,0.0,microgr/L,5.0,0.0,4
נת_חולון_3,נת חולון 3,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2021-04-19,0.0,microgr/L,4.0,0.0,2
נת_חולון_3,נת חולון 3,INDUSTRY,CHLOROFORM,CHLOROFORM,2019-06-16,2.11,microgr/L,80.0,2.64,4
נת_חולון_3,נת חולון 3,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2018-07-17,172.132,microgr/L,50.0,344.26,4
נת_חולון_3,נת חולון 3,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2018-07-17,26.6,microgr/L,50.0,53.2,4
נת_חולון_3,נת חולון 3,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2021-04-19,0.0,microgr/L,4.0,0.0,2
נת_חולון_3,נת חולון 3,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2018-07-17,6.8,microgr/L,10.0,68.0,4
נת_חולון_3,נת חולון 3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2018-07-17,0.0,microgr/L,300.0,0.0,3
נת_חולון_3,נת חולון 3,METALS,LEAD AS PB,LEAD AS PB,2018-07-17,0.0,microgr/L,10.0,0.0,4
נת_חולון_3,נת חולון 3,FUEL, MTBE,MTBE,2021-04-19,1.0,microgr/L,40.0,2.5,3
נת_חולון_3,נת חולון 3,METALS,NICKEL AS NI,NICKEL AS NI,2018-07-17,10.136,microgr/L,20.0,50.68,4
נת_חולון_3,נת חולון 3,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2018-07-17,27.9,microgr/L,10.0,279.0,4
נת_חולון_3,נת חולון 3,FUEL,TOLUENE,TOLUENE,2018-07-17,0.0,microgr/L,700.0,0.0,3
נת_חולון_3,נת חולון 3,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-19,1.0,microgr/L,50.0,2.0,4
נת_חולון_3,נת חולון 3,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-06-16,505.98,microgr/L,7.5,6746.4,4
נת_חולון_3,נת חולון 3,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2018-07-17,0.0,microgr/L,0.5,0.0,4
נת_חולון_3,נת חולון 3,FUEL,XYLENE,XYLENE,2018-07-17,0.0,microgr/L,500.0,0.0,3
נת_חולון_3,נת חולון 3,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2018-07-17,0.0,microgr/L,,,3
נת_חולון_3,נת חולון 3,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2022-06-22,1.2,microgr/L,3.0,40.0,1
נת_חולון_1,נת חולון 1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2018-07-17,0.0,microgr/L,,,5
נת_חולון_1,נת חולון 1,FUEL,BENZENE,BENZENE,2024-02-19,1000.0,microgr/L,5.0,20000.0,6
נת_חולון_1,נת חולון 1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2022-06-08,1.0,microgr/L,4.0,25.0,4
נת_חולון_1,נת חולון 1,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-08-09,73.47,microgr/L,80.0,91.84,6
נת_חולון_1,נת חולון 1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-06-16,10.8,microgr/L,50.0,21.6,6
נת_חולון_1,נת חולון 1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-06-08,1.018,microgr/L,4.0,25.45,4
נת_חולון_1,נת חולון 1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-06-16,169.9,microgr/L,10.0,1699.0,6
נת_חולון_1,נת חולון 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-02-19,1000.0,microgr/L,300.0,333.33,6
נת_חולון_1,נת חולון 1,FUEL, MTBE,MTBE,2024-02-19,620.0,microgr/L,40.0,1550.0,5
נת_חולון_1,נת חולון 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2022-06-08,86.262,microgr/L,10.0,862.62,6
נת_חולון_1,נת חולון 1,FUEL,TOLUENE,TOLUENE,2024-02-19,1000.0,microgr/L,700.0,142.86,6
נת_חולון_1,נת חולון 1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2021-04-13,1.0,microgr/L,50.0,2.0,6
נת_חולון_1,נת חולון 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2019-06-16,911.6,microgr/L,7.5,12154.67,6
נת_חולון_1,נת חולון 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2018-07-17,0.0,microgr/L,0.5,0.0,6
נת_חולון_1,נת חולון 1,FUEL,XYLENE,XYLENE,2024-02-19,1000.0,microgr/L,500.0,200.0,6
נת_חולון_1,נת חולון 1,METALS,ARSENIC AS AS,ARSENIC AS AS,2018-07-17,0.0,microgr/L,10.0,0.0,5
נת_חולון_1,נת חולון 1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2019-06-16,22.388,microgr/L,50.0,44.78,5
נת_חולון_1,נת חולון 1,METALS,LEAD AS PB,LEAD AS PB,2018-07-17,0.0,microgr/L,10.0,0.0,5
נת_חולון_1,נת חולון 1,METALS,NICKEL AS NI,NICKEL AS NI,2021-04-13,10.0,microgr/L,20.0,50.0,5
נת_חולון_1,נת חולון 1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2018-07-17,0.0,microgr/L,,,5
נת_חולון_1,נת חולון 1,METALS,CADMIUM AS CD,CADMIUM AS CD,2018-07-17,0.0,microgr/L,5.0,0.0,5
נת_חולון_1,נת חולון 1,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-02-10,5.5,microgr/L,3.0,183.33,1
נת_חולון_11,נת חולון 11,METALS,ARSENIC AS AS,ARSENIC AS AS,2018-07-17,0.0,microgr/L,10.0,0.0,5
נת_חולון_11,נת חולון 11,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2019-06-16,15.391,microgr/L,50.0,30.78,5
נת_חולון_11,נת חולון 11,METALS,LEAD AS PB,LEAD AS PB,2018-07-17,0.0,microgr/L,10.0,0.0,5
נת_חולון_11,נת חולון 11,METALS,NICKEL AS NI,NICKEL AS NI,2018-07-17,0.0,microgr/L,20.0,0.0,5
נת_חולון_11,נת חולון 11,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2024-11-18,1.0,microgr/L,,,5
נת_חולון_11,נת חולון 11,FUEL,BENZENE,BENZENE,2018-07-17,21.1,microgr/L,5.0,422.0,5
נת_חולון_11,נת חולון 11,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2022-06-15,1.0,microgr/L,4.0,25.0,4
נת_חולון_11,נת חולון 11,INDUSTRY,CHLOROFORM,CHLOROFORM,2018-07-17,6.9,microgr/L,80.0,8.62,6
נת_חולון_11,נת חולון 11,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2018-07-17,21.1,microgr/L,50.0,42.2,6
נת_חולון_11,נת חולון 11,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2022-06-15,8.531,microgr/L,4.0,213.28,4
נת_חולון_11,נת חולון 11,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2019-06-16,612.32,microgr/L,10.0,6123.2,6
נת_חולון_11,נת חולון 11,FUEL, MTBE,MTBE,2024-11-18,6.143,microgr/L,40.0,15.36,5
נת_חולון_11,נת חולון 11,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2018-07-17,38.4,microgr/L,10.0,384.0,6
נת_חולון_11,נת חולון 11,FUEL,TOLUENE,TOLUENE,2022-06-15,1.0,microgr/L,700.0,0.14,5
נת_חולון_11,נת חולון 11,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2018-07-17,1.4,microgr/L,50.0,2.8,6
נת_חולון_11,נת חולון 11,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2024-11-18,5149.508,microgr/L,7.5,68660.11,5
נת_חולון_11,נת חולון 11,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2024-11-18,13.835,microgr/L,0.5,2767.0,6
נת_חולון_11,נת חולון 11,FUEL,XYLENE,XYLENE,2022-06-15,3.781,microgr/L,500.0,0.76,5
נת_חולון_11,נת חולון 11,FUEL,ETHYL BENZENE,ETHYL BENZENE,2022-06-22,1.0,microgr/L,300.0,0.33,5
נת_חולון_11,נת חולון 11,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2024-11-18,1.0,microgr/L,,,5
נת_חולון_11,נת חולון 11,METALS,CADMIUM AS CD,CADMIUM AS CD,2018-07-17,0.0,microgr/L,5.0,0.0,5
נת_חולון_11,נת חולון 11,INDUSTRY,"1,4 DIOXANE","1,4 DIOXANE",2026-02-10,1036.3,microgr/L,3.0,34543.33,2
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,BENZENE,BENZENE,2018-08-28,100.0,microgr/L,5.0,2000.0,4
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,ETHYL BENZENE,ETHYL BENZENE,2018-08-28,1200.0,microgr/L,300.0,400.0,4
נד_נובר_מרכבה,נד נובר מרכבה,FUEL, MTBE,MTBE,2018-08-28,2500.0,microgr/L,40.0,6250.0,4
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,TOLUENE,TOLUENE,2018-08-28,2700.0,microgr/L,700.0,385.71,4
נד_נובר_מרכבה,נד נובר מרכבה,FUEL,XYLENE,XYLENE,2018-08-28,3800.0,microgr/L,500.0,760.0,4
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,BENZENE,BENZENE,2018-06-28,20.0,microgr/L,5.0,400.0,12
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-09-13,20.0,microgr/L,300.0,6.67,12
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL, MTBE,MTBE,2023-03-01,7380.0,microgr/L,40.0,18450.0,12
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,TOLUENE,TOLUENE,2021-09-13,70.0,microgr/L,700.0,10.0,12
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,XYLENE,XYLENE,2018-06-28,670.0,microgr/L,500.0,134.0,12
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2020-01-20,14300.0,microgr/L,5.0,286000.0,9
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2023-05-30,44.3,microgr/L,300.0,14.77,9
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2019-03-07,7500.0,microgr/L,40.0,18750.0,9
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,TOLUENE,TOLUENE,2021-09-13,40.0,microgr/L,700.0,5.71,9
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,XYLENE,XYLENE,2025-05-14,80.0,microgr/L,500.0,16.0,9
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2021-09-13,20.0,microgr/L,5.0,400.0,9
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-09-13,20.0,microgr/L,300.0,6.67,9
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2018-06-28,760.0,microgr/L,40.0,1900.0,9
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,TOLUENE,TOLUENE,2021-09-13,80.0,microgr/L,700.0,11.43,9
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,XYLENE,XYLENE,2021-09-13,60.0,microgr/L,500.0,12.0,9
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2024-02-19,1000.0,microgr/L,5.0,20000.0,12
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-02-19,1000.0,microgr/L,300.0,333.33,12
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,LEAD AS PB,LEAD AS PB,2023-09-14,0.0,microgr/L,10.0,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2020-09-24,3800.0,microgr/L,40.0,9500.0,13
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,TOLUENE,TOLUENE,2024-02-19,1000.0,microgr/L,700.0,142.86,12
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,XYLENE,XYLENE,2024-02-19,1000.0,microgr/L,500.0,200.0,12
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-09-14,1.0,microgr/L,,,1
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-09-14,1.0,microgr/L,,,1
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-09-14,0.0,microgr/L,10.0,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-09-14,0.0,microgr/L,5.0,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-09-14,0.0,microgr/L,4.0,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-09-14,1.0,microgr/L,80.0,1.25,1
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-09-14,0.0,microgr/L,50.0,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-09-14,2.255,microgr/L,50.0,4.51,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-09-14,1.0,microgr/L,4.0,25.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-09-14,3.687,microgr/L,10.0,36.87,1
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,NICKEL AS NI,NICKEL AS NI,2023-09-14,11.4,microgr/L,20.0,57.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorodecanoic acid,Perfluorodecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorododecanoic acid,Perfluorododecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorononanoic acid,Perfluorononanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PERFLUORO PFEESA,PERFLUORO PFEESA,2023-09-14,0.0,microgr/L,,,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,66.871,microgr/L,10.0,668.71,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-09-14,0.0,microgr/L,50.0,0.0,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,17.637,microgr/L,7.5,235.16,1
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,1.0,microgr/L,0.5,200.0,1
נד_טן_חולון_1,נד טן חולון 1,FUEL, MTBE,MTBE,2020-11-22,70.0,microgr/L,40.0,175.0,9
נד_טן_חולון_1,נד טן חולון 1,FUEL,BENZENE,BENZENE,2020-11-22,60.0,microgr/L,5.0,1200.0,9
נד_טן_חולון_1,נד טן חולון 1,FUEL,TOLUENE,TOLUENE,2020-11-22,40.0,microgr/L,700.0,5.71,9
נד_טן_חולון_1,נד טן חולון 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2020-11-22,70.0,microgr/L,300.0,23.33,9
נד_טן_חולון_1,נד טן חולון 1,FUEL,XYLENE,XYLENE,2020-11-22,220.0,microgr/L,500.0,44.0,9
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,BENZENE,BENZENE,2023-05-30,439.0,microgr/L,5.0,8780.0,9
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-09-13,20.0,microgr/L,300.0,6.67,9
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2019-03-07,4500.0,microgr/L,40.0,11250.0,9
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,TOLUENE,TOLUENE,2021-09-13,60.0,microgr/L,700.0,8.57,9
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,XYLENE,XYLENE,2021-09-13,50.0,microgr/L,500.0,10.0,9
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,BENZENE,BENZENE,2021-09-13,30.0,microgr/L,5.0,600.0,7
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2021-09-13,20.0,microgr/L,300.0,6.67,7
