borehole,name_he,family,param_code,param_name,first_sample_date,last_sample_date,n_samples,years_covered_count,last_year,monitoring_active_2024_or_later,trend_possible
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,TOLUENE,TOLUENE,2011-04-06,2025-05-14,21,13,2025,True,True
נד_דלק_מרכבות_האש_1,נד דלק מרכבות האש 1,FUEL,XYLENE,XYLENE,2011-04-06,2025-05-14,21,13,2025,True,True
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,BENZENE,BENZENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL, MTBE,MTBE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,TOLUENE,TOLUENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_2,נד דלק מרכבות האש 2,FUEL,XYLENE,XYLENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,BENZENE,BENZENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL, MTBE,MTBE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,TOLUENE,TOLUENE,2012-02-29,2025-05-14,18,12,2025,True,True
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,XYLENE,XYLENE,2012-02-29,2025-05-14,18,12,2025,True,True
נת_תדירגן_6,נת תדירגן 6,FUEL,BENZENE,BENZENE,2011-11-06,2012-07-29,3,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2011-11-06,2012-07-29,3,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,CHLOROFORM,CHLOROFORM,2011-11-06,2012-07-29,3,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2011-11-06,2012-07-29,4,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2011-11-06,2012-07-29,5,2,2012,False,True
נת_תדירגן_6,נת תדירגן 6,FUEL, MTBE,MTBE,2011-11-06,2012-07-29,3,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2011-11-06,2012-07-29,4,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,TOLUENE,TOLUENE,2011-11-06,2012-07-29,3,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2011-11-06,2012-07-29,5,2,2012,False,True
נת_תדירגן_6,נת תדירגן 6,FUEL,XYLENE,XYLENE,2011-11-06,2012-07-29,3,2,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-29,2012-07-29,2,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,o-Xylene ,o-Xylene,2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,FUEL,p-xylene,p-xylene,2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-29,2012-07-29,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,BENZENE,BENZENE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,CHLOROFORM,CHLOROFORM,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL, MTBE,MTBE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,TOLUENE,TOLUENE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,XYLENE,XYLENE,2011-09-20,2012-07-25,3,2,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,o-Xylene ,o-Xylene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,FUEL,p-xylene,p-xylene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,BENZENE,BENZENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL, MTBE,MTBE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,o-Xylene ,o-Xylene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,p-xylene,p-xylene,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,TOLUENE,TOLUENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_10,נת תדירגן 10,FUEL,XYLENE,XYLENE,2012-07-25,2012-07-25,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,BENZENE,BENZENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL, MTBE,MTBE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,o-Xylene ,o-Xylene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,p-xylene,p-xylene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,TOLUENE,TOLUENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_9,נת תדירגן 9,FUEL,XYLENE,XYLENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,BENZENE,BENZENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL, MTBE,MTBE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,o-Xylene ,o-Xylene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,p-xylene,p-xylene,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,TOLUENE,TOLUENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-22,2012-07-22,1,1,2012,False,False
נת_תדירגן_8,נת תדירגן 8,FUEL,XYLENE,XYLENE,2012-07-22,2012-07-22,1,1,2012,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2013-02-11,2024-09-29,22,12,2024,True,True
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2013-02-11,2024-09-29,22,12,2024,True,True
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,LEAD AS PB,LEAD AS PB,2013-02-11,2023-09-14,5,4,2023,False,True
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2013-02-11,2025-03-17,23,13,2025,True,True
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,TOLUENE,TOLUENE,2013-02-11,2024-09-29,22,12,2024,True,True
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,XYLENE,XYLENE,2013-02-11,2024-09-29,22,12,2024,True,True
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,NICKEL AS NI,NICKEL AS NI,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorodecanoic acid,Perfluorodecanoic acid,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorododecanoic acid,Perfluorododecanoic acid,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorononanoic acid,Perfluorononanoic acid,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PERFLUORO PFEESA,PERFLUORO PFEESA,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,2023-09-14,1,1,2023,False,False
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,2023-09-14,1,1,2023,False,False
נד_טן_חולון_1,נד טן חולון 1,FUEL, MTBE,MTBE,2015-02-11,2025-05-15,14,10,2025,True,True
נד_טן_חולון_1,נד טן חולון 1,FUEL,BENZENE,BENZENE,2015-02-12,2025-05-15,14,10,2025,True,True
נד_טן_חולון_1,נד טן חולון 1,FUEL,TOLUENE,TOLUENE,2015-02-13,2025-05-15,14,10,2025,True,True
נד_טן_חולון_1,נד טן חולון 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2015-02-14,2025-05-15,14,10,2025,True,True
נד_טן_חולון_1,נד טן חולון 1,FUEL,XYLENE,XYLENE,2015-02-15,2025-05-15,14,10,2025,True,True
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,BENZENE,BENZENE,2014-03-18,2025-05-14,14,10,2025,True,True
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,ETHYL BENZENE,ETHYL BENZENE,2014-03-18,2025-05-14,14,10,2025,True,True
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2014-03-18,2025-05-14,14,10,2025,True,True
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,TOLUENE,TOLUENE,2014-03-18,2025-05-14,14,10,2025,True,True
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,XYLENE,XYLENE,2014-03-18,2025-05-14,14,10,2025,True,True
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,BENZENE,BENZENE,2014-03-18,2025-05-14,11,9,2025,True,True
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2014-03-18,2025-05-14,11,9,2025,True,True
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL, MTBE,MTBE,2014-03-18,2025-05-14,11,9,2025,True,True
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,TOLUENE,TOLUENE,2014-03-18,2025-05-14,11,9,2025,True,True
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,XYLENE,XYLENE,2014-03-18,2025-05-14,11,9,2025,True,True
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,BENZENE,BENZENE,2014-03-18,2025-05-14,13,10,2025,True,True
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,ETHYL BENZENE,ETHYL BENZENE,2014-03-18,2025-05-14,13,10,2025,True,True
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL, MTBE,MTBE,2014-03-18,2025-05-14,13,10,2025,True,True
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,TOLUENE,TOLUENE,2014-03-18,2025-05-14,13,10,2025,True,True
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,XYLENE,XYLENE,2014-03-18,2025-05-14,13,10,2025,True,True
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2015-08-11,2016-11-15,4,2,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2015-08-11,2018-03-14,8,4,2018,False,True
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL, MTBE,MTBE,2015-08-11,2016-03-10,2,2,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2015-08-11,2018-03-14,7,4,2018,False,True
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2015-08-11,2018-03-14,8,4,2018,False,True
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2015-08-11,2016-03-10,2,2,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,ARSENIC AS AS,ARSENIC AS AS,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,BENZENE,BENZENE,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,CADMIUM AS CD,CADMIUM AS CD,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,CHLOROFORM,CHLOROFORM,2016-03-10,2016-03-10,2,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2016-03-10,2016-03-10,2,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2016-03-10,2016-03-10,2,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,LEAD AS PB,LEAD AS PB,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,NICKEL AS NI,NICKEL AS NI,2016-03-10,2016-03-10,2,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,TOLUENE,TOLUENE,2016-03-10,2016-03-10,1,1,2016,False,False
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2016-03-10,2016-03-10,1,1,2016,False,False
