borehole,name_he,family,param_code,param_name,latest_date,latest_concentration,unit,drinking_water_standard,pct_of_standard
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43
נד_דלק_מרכבות_האש_3,נד דלק מרכבות האש 3,FUEL,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0
נת_תדירגן_6,נת תדירגן 6,FUEL,BENZENE,BENZENE,2012-07-29,0.0,microgr/L,5.0,0.0
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-29,0.0,microgr/L,4.0,0.0
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-29,0.0,microgr/L,80.0,0.0
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-29,9.71,microgr/L,4.0,242.75
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-29,464.83,microgr/L,10.0,4648.3
נת_תדירגן_6,נת תדירגן 6,FUEL, MTBE,MTBE,2012-07-29,0.0,microgr/L,40.0,0.0
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-29,6.0,microgr/L,10.0,60.0
נת_תדירגן_6,נת תדירגן 6,FUEL,TOLUENE,TOLUENE,2012-07-29,0.0,microgr/L,700.0,0.0
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-29,1182.0,microgr/L,7.5,15760.0
נת_תדירגן_6,נת תדירגן 6,FUEL,XYLENE,XYLENE,2012-07-29,0.0,microgr/L,500.0,0.0
נת_תדירגן_6,נת תדירגן 6,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-29,0.0,microgr/L,,
נת_תדירגן_6,נת תדירגן 6,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-29,0.0,microgr/L,,
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-29,37.6,microgr/L,50.0,75.2
נת_תדירגן_6,נת תדירגן 6,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-29,0.0,microgr/L,300.0,0.0
נת_תדירגן_6,נת תדירגן 6,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-29,0.0,microgr/L,,
נת_תדירגן_6,נת תדירגן 6,FUEL,o-Xylene ,o-Xylene,2012-07-29,0.0,microgr/L,,
נת_תדירגן_6,נת תדירגן 6,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-29,0.0,microgr/L,,
נת_תדירגן_6,נת תדירגן 6,FUEL,p-xylene,p-xylene,2012-07-29,0.0,microgr/L,,
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-29,0.0,microgr/L,50.0,0.0
נת_תדירגן_6,נת תדירגן 6,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-29,0.0,microgr/L,0.5,0.0
נת_תדירגן_7,נת תדירגן 7,FUEL,BENZENE,BENZENE,2012-07-25,0.0,microgr/L,5.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-25,0.0,microgr/L,4.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-25,0.0,microgr/L,80.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-25,0.0,microgr/L,4.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-25,44.72,microgr/L,10.0,447.2
נת_תדירגן_7,נת תדירגן 7,FUEL, MTBE,MTBE,2012-07-25,0.0,microgr/L,40.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-25,3.17,microgr/L,10.0,31.7
נת_תדירגן_7,נת תדירגן 7,FUEL,TOLUENE,TOLUENE,2012-07-25,0.0,microgr/L,700.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-25,1486.08,microgr/L,7.5,19814.4
נת_תדירגן_7,נת תדירגן 7,FUEL,XYLENE,XYLENE,2012-07-25,0.0,microgr/L,500.0,0.0
נת_תדירגן_7,נת תדירגן 7,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-25,0.0,microgr/L,,
נת_תדירגן_7,נת תדירגן 7,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-25,0.0,microgr/L,,
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-25,43.0,microgr/L,50.0,86.0
נת_תדירגן_7,נת תדירגן 7,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-25,0.0,microgr/L,300.0,0.0
נת_תדירגן_7,נת תדירגן 7,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_7,נת תדירגן 7,FUEL,o-Xylene ,o-Xylene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_7,נת תדירגן 7,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_7,נת תדירגן 7,FUEL,p-xylene,p-xylene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-25,0.0,microgr/L,50.0,0.0
נת_תדירגן_7,נת תדירגן 7,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-25,0.0,microgr/L,0.5,0.0
נת_תדירגן_10,נת תדירגן 10,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-25,0.0,microgr/L,,
נת_תדירגן_10,נת תדירגן 10,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-25,0.0,microgr/L,,
נת_תדירגן_10,נת תדירגן 10,FUEL,BENZENE,BENZENE,2012-07-25,0.0,microgr/L,5.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-25,0.0,microgr/L,4.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-25,0.0,microgr/L,80.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-25,0.0,microgr/L,50.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-25,0.0,microgr/L,4.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-25,457.52,microgr/L,10.0,4575.2
נת_תדירגן_10,נת תדירגן 10,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-25,0.0,microgr/L,300.0,0.0
נת_תדירגן_10,נת תדירגן 10,FUEL, MTBE,MTBE,2012-07-25,0.0,microgr/L,40.0,0.0
נת_תדירגן_10,נת תדירגן 10,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_10,נת תדירגן 10,FUEL,o-Xylene ,o-Xylene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_10,נת תדירגן 10,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_10,נת תדירגן 10,FUEL,p-xylene,p-xylene,2012-07-25,0.0,microgr/L,,
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-25,16.78,microgr/L,10.0,167.8
נת_תדירגן_10,נת תדירגן 10,FUEL,TOLUENE,TOLUENE,2012-07-25,0.0,microgr/L,700.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-25,0.0,microgr/L,50.0,0.0
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-25,1898.02,microgr/L,7.5,25306.93
נת_תדירגן_10,נת תדירגן 10,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-25,0.0,microgr/L,0.5,0.0
נת_תדירגן_10,נת תדירגן 10,FUEL,XYLENE,XYLENE,2012-07-25,0.0,microgr/L,500.0,0.0
נת_תדירגן_9,נת תדירגן 9,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-22,0.0,microgr/L,,
נת_תדירגן_9,נת תדירגן 9,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-22,0.0,microgr/L,,
נת_תדירגן_9,נת תדירגן 9,FUEL,BENZENE,BENZENE,2012-07-22,0.0,microgr/L,5.0,0.0
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-22,0.0,microgr/L,4.0,0.0
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-22,0.0,microgr/L,80.0,0.0
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-22,14.33,microgr/L,50.0,28.66
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-22,0.0,microgr/L,4.0,0.0
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-22,163.4,microgr/L,10.0,1634.0
נת_תדירגן_9,נת תדירגן 9,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-22,0.0,microgr/L,300.0,0.0
נת_תדירגן_9,נת תדירגן 9,FUEL, MTBE,MTBE,2012-07-22,0.0,microgr/L,40.0,0.0
נת_תדירגן_9,נת תדירגן 9,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_9,נת תדירגן 9,FUEL,o-Xylene ,o-Xylene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_9,נת תדירגן 9,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_9,נת תדירגן 9,FUEL,p-xylene,p-xylene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-22,23.77,microgr/L,10.0,237.7
נת_תדירגן_9,נת תדירגן 9,FUEL,TOLUENE,TOLUENE,2012-07-22,0.0,microgr/L,700.0,0.0
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-22,0.0,microgr/L,50.0,0.0
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-22,1019.96,microgr/L,7.5,13599.47
נת_תדירגן_9,נת תדירגן 9,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-22,0.0,microgr/L,0.5,0.0
נת_תדירגן_9,נת תדירגן 9,FUEL,XYLENE,XYLENE,2012-07-22,0.0,microgr/L,500.0,0.0
נת_תדירגן_8,נת תדירגן 8,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2012-07-22,0.0,microgr/L,,
נת_תדירגן_8,נת תדירגן 8,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2012-07-22,0.0,microgr/L,,
נת_תדירגן_8,נת תדירגן 8,FUEL,BENZENE,BENZENE,2012-07-22,0.0,microgr/L,5.0,0.0
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2012-07-22,0.0,microgr/L,4.0,0.0
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,CHLOROFORM,CHLOROFORM,2012-07-22,0.0,microgr/L,80.0,0.0
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2012-07-22,68.37,microgr/L,50.0,136.74
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2012-07-22,0.0,microgr/L,4.0,0.0
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2012-07-22,215.0,microgr/L,10.0,2150.0
נת_תדירגן_8,נת תדירגן 8,FUEL,ETHYL BENZENE,ETHYL BENZENE,2012-07-22,0.0,microgr/L,300.0,0.0
נת_תדירגן_8,נת תדירגן 8,FUEL, MTBE,MTBE,2012-07-22,0.0,microgr/L,40.0,0.0
נת_תדירגן_8,נת תדירגן 8,FUEL,n-Butyl benzene,n-Butyl benzene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_8,נת תדירגן 8,FUEL,o-Xylene ,o-Xylene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_8,נת תדירגן 8,FUEL,p-isopropyl toluene,p-isopropyl toluene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_8,נת תדירגן 8,FUEL,p-xylene,p-xylene,2012-07-22,0.0,microgr/L,,
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2012-07-22,5.86,microgr/L,10.0,58.6
נת_תדירגן_8,נת תדירגן 8,FUEL,TOLUENE,TOLUENE,2012-07-22,0.0,microgr/L,700.0,0.0
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2012-07-22,0.0,microgr/L,50.0,0.0
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2012-07-22,1713.12,microgr/L,7.5,22841.6
נת_תדירגן_8,נת תדירגן 8,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2012-07-22,0.0,microgr/L,0.5,0.0
נת_תדירגן_8,נת תדירגן 8,FUEL,XYLENE,XYLENE,2012-07-22,0.0,microgr/L,500.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,BENZENE,BENZENE,2024-09-29,1.0,microgr/L,5.0,20.0
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2024-09-29,1.0,microgr/L,300.0,0.33
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,LEAD AS PB,LEAD AS PB,2023-09-14,0.0,microgr/L,10.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL, MTBE,MTBE,2025-03-17,15.0,microgr/L,40.0,37.5
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,TOLUENE,TOLUENE,2024-09-29,1.0,microgr/L,700.0,0.14
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,XYLENE,XYLENE,2024-09-29,1.0,microgr/L,500.0,0.2
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,"1,2,4 TRIMETHYLBENZENE","1,2,4 TRIMETHYLBENZENE",2023-09-14,1.0,microgr/L,,
נד_דלק_הצבי_1,נד דלק הצבי 1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2023-09-14,1.0,microgr/L,,
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,ARSENIC AS AS,ARSENIC AS AS,2023-09-14,0.0,microgr/L,10.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,CADMIUM AS CD,CADMIUM AS CD,2023-09-14,0.0,microgr/L,5.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2023-09-14,0.0,microgr/L,4.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,CHLOROFORM,CHLOROFORM,2023-09-14,1.0,microgr/L,80.0,1.25
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2023-09-14,0.0,microgr/L,50.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2023-09-14,2.255,microgr/L,50.0,4.51
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2023-09-14,1.0,microgr/L,4.0,25.0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2023-09-14,3.687,microgr/L,10.0,36.87
נד_דלק_הצבי_1,נד דלק הצבי 1,METALS,NICKEL AS NI,NICKEL AS NI,2023-09-14,11.4,microgr/L,20.0,57.0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorodecanoic acid,Perfluorodecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorododecanoic acid,Perfluorododecanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluorononanoic acid,Perfluorononanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,Perfluoropentanoic acid,Perfluoropentanoic acid,2023-09-14,0.0,microgr/L,0.1,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,PFAS,PERFLUORO PFEESA,PERFLUORO PFEESA,2023-09-14,0.0,microgr/L,,
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2023-09-14,66.871,microgr/L,10.0,668.71
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2023-09-14,0.0,microgr/L,50.0,0.0
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2023-09-14,17.637,microgr/L,7.5,235.16
נד_דלק_הצבי_1,נד דלק הצבי 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2023-09-14,1.0,microgr/L,0.5,200.0
נד_טן_חולון_1,נד טן חולון 1,FUEL, MTBE,MTBE,2025-05-15,0.49,microgr/L,40.0,1.23
נד_טן_חולון_1,נד טן חולון 1,FUEL,BENZENE,BENZENE,2025-05-15,0.2,microgr/L,5.0,4.0
נד_טן_חולון_1,נד טן חולון 1,FUEL,TOLUENE,TOLUENE,2025-05-15,0.5,microgr/L,700.0,0.07
נד_טן_חולון_1,נד טן חולון 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2025-05-15,0.1,microgr/L,300.0,0.03
נד_טן_חולון_1,נד טן חולון 1,FUEL,XYLENE,XYLENE,2025-05-15,0.3,microgr/L,500.0,0.06
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL, MTBE,MTBE,2025-05-14,20.0,microgr/L,40.0,50.0
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43
נד_דלק_מרכבות_האש_4,נד דלק מרכבות האש 4,FUEL,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL, MTBE,MTBE,2025-05-14,10.0,microgr/L,40.0,25.0
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43
נד_דלק_מרכבות_האש_5,נד דלק מרכבות האש 5,FUEL,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,BENZENE,BENZENE,2025-05-14,10.0,microgr/L,5.0,200.0
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,ETHYL BENZENE,ETHYL BENZENE,2025-05-14,10.0,microgr/L,300.0,3.33
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL, MTBE,MTBE,2025-05-14,10.0,microgr/L,40.0,25.0
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,TOLUENE,TOLUENE,2025-05-14,10.0,microgr/L,700.0,1.43
נד_דלק_מרכבות_האש_6,נד דלק מרכבות האש 6,FUEL,XYLENE,XYLENE,2025-05-14,10.0,microgr/L,500.0,2.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2016-11-15,1256.0,microgr/L,4.0,31400.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2018-03-14,162.0,microgr/L,10.0,1620.0
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL, MTBE,MTBE,2016-03-10,0.0,microgr/L,40.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2018-03-14,25.0,microgr/L,10.0,250.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2018-03-14,2668.0,microgr/L,7.5,35573.33
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2016-03-10,0.0,microgr/L,0.5,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2016-03-10,0.0,microgr/L,,
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,ARSENIC AS AS,ARSENIC AS AS,2016-03-10,0.0,microgr/L,10.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,BENZENE,BENZENE,2016-03-10,0.0,microgr/L,5.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,CADMIUM AS CD,CADMIUM AS CD,2016-03-10,0.0,microgr/L,5.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2016-03-10,0.0,microgr/L,4.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,CHLOROFORM,CHLOROFORM,2016-03-10,15.0,microgr/L,80.0,18.75
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,CHROMIUM AS CR,CHROMIUM AS CR,2016-03-10,10.0,microgr/L,50.0,20.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2016-03-10,31.0,microgr/L,50.0,62.0
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,ETHYL BENZENE,ETHYL BENZENE,2016-03-10,0.0,microgr/L,300.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,LEAD AS PB,LEAD AS PB,2016-03-10,0.0,microgr/L,10.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,METALS,NICKEL AS NI,NICKEL AS NI,2016-03-10,20.0,microgr/L,20.0,100.0
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,TOLUENE,TOLUENE,2016-03-10,0.0,microgr/L,700.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,INDUSTRY,"TRANS-1,2 DICHLOROETHYLENE","TRANS-1,2 DICHLOROETHYLENE",2016-03-10,0.0,microgr/L,50.0,0.0
נת_אלביט_חולון_1,נת אלביט חולון 1,FUEL,XYLENE,XYLENE,2016-03-10,0.0,microgr/L,500.0,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,INDUSTRY,"DICHLOROETHYLENE 1,1","DICHLOROETHYLENE 1,1",2016-03-10,191.0,microgr/L,10.0,1910.0
נת_אלביט_חולון_2,נת אלביט חולון 2,FUEL, MTBE,MTBE,2016-03-10,0.0,microgr/L,40.0,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,INDUSTRY,TETRACHLORO ETHYLENE,TETRACHLORO ETHYLENE,2016-03-10,10.1,microgr/L,10.0,101.0
נת_אלביט_חולון_2,נת אלביט חולון 2,INDUSTRY,TRICHLORO ETHYLENE,TRICHLORO ETHYLENE,2016-03-10,242.9,microgr/L,7.5,3238.67
נת_אלביט_חולון_2,נת אלביט חולון 2,INDUSTRY,VINYL CHLORIDE,VINYL CHLORIDE,2016-03-10,0.0,microgr/L,0.5,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,FUEL,"1,3,5 TRIMETHYLBENZENE","1,3,5 TRIMETHYLBENZENE",2016-03-10,0.0,microgr/L,,
נת_אלביט_חולון_2,נת אלביט חולון 2,METALS,ARSENIC AS AS,ARSENIC AS AS,2016-03-10,0.0,microgr/L,10.0,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,FUEL,BENZENE,BENZENE,2016-03-10,0.0,microgr/L,5.0,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,METALS,CADMIUM AS CD,CADMIUM AS CD,2016-03-10,0.0,microgr/L,5.0,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,INDUSTRY,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2016-03-10,0.0,microgr/L,4.0,0.0
נת_אלביט_חולון_2,נת אלביט חולון 2,INDUSTRY,CHLOROFORM,CHLOROFORM,2016-03-10,11.56,microgr/L,80.0,14.45
